id,FOLIO,id,TIPO DE EVENTO,HOMOLOGACIÓN_TIPO DE EVENTO,TIPO DE EVENTO 2,FECHA EVENTO,HORA RECEPCION,HORA DESPACHO,HORA ARRIBO,ZONA,SECTOR,CUADRANTE,ALCALDÍA,LATITUD Y,LONGITUD X,CARPETA DE INVESTIGACION,ORIGEN,MOVIL,CAUSA,FALLECIDOS,LESIONADOS,DETENIDOS,ARMA DE FUEGO INVOLUCRADA,CALIBRE ARMA DE FUEGO,ARMA DE BLANCA INVOLUCRADA,LUGAR LOCALIZACION CADAVER,AUTOMOVIL INVOLUCRADO,MOTOCICLETA INVOLUDRADA,DROGAS INVOLUDRADAS,OBSERVACIONES
252,C5/20221224/01304,252,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,24/12/2022,05:18:41,05:19:26,05:21:38,ZONA ORIENTE,QUETZAL,O-1.6.9,IZTAPALAPA,19.32321,-99.04129,CI-FIEDH/2/UI-1C/D/00447/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
253,C5/20221224/01780,253,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,24/12/2022,09:00:59,09:01:13,09:02:55,ZONA NORTE,QUIROGA,N-1.6.9,GUSTAVO A. MADERO,19.50492725,-99.10202178,CI-FIEDH/2/UI-1 C/D/00448/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR CON SIGNOS DE VIOLENCIA,1,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,DOMICILIO,NO,NO,NO,
254,C5/20221225/05162,254,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,25/12/2022,21:50:57,21:51:49,21:54:19,ZONA NORTE,ARENAL,N-3.1.68,VENUSTIANO CARRANZA,19.4131,-99.0821,CI-FIEDH/2/UI-1 C/D/00449/12-2022,RADIO,RIÑA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
255,C2N/20221226/00132,255,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,26/12/2022,21:50:14,21:50:14,21:53:29,ZONA NORTE,CUCHILLA,N.1.3.1,GUSTAVO A. MADERO,19.480467,-99.101644,CI-FIGAM/UAT-GAM-2/UI-1 S/D/03856/12-202,SE RECIBE NOTIFICACION CASO MEDICO LEGAL,NO ESPECIFICADO,LESIÓN POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,HOSPITAL,NO,NO,NO,
256,C5/20221226/01205,256,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,26/12/2022,10:58:08,10:59:12,11:02:23,ZONA NORTE,CONSULADO,N-3.3.2,VENUSTIANO CARRANZA,19.446939,-99.120656,CI-FIEDH/2/UI-1C/D/00451/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO ,DOMICILIO,NO,NO,SI,
257,C5/20221226/02517,257,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,26/12/2022,17:12:42,17:13:19,17:16:12,ZONA NORTE,TICOMÁN,N-1.8.10,GUSTAVO A. MADERO,19.5174,-99.143,CI-FIGAM/UAT-GAM-2/UI-1 S/D/03861/12-202,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,.65MM,NO,VIA PUBLICA,NO,SI,NO,
258,C5/20221226/03501,258,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,26/12/2022,21:14:21,21:14:57,21:17:33,ZONA ORIENTE,TEPEPAN,O.1.8.12,XOCHIMILCO,19.2443453,-99.09042394,CI-FIEDH/2/UI-1C/D/00452/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,,1,SI,.9MM,NO,NO ESPECIFICADO,NO,NO,NO,
259,C5/20221227/03067,259,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,27/12/2022,19:47:51,19:49:26,19:52:14,ZONA ORIENTE,TEPEPAN,O-4.2.7,XOCHIMILCO,19.24987,-99.053262,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
260,C5/20221228/03614,260,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,28/12/2022,21:51:11,21:51:23,03:39:56,ZONA NORTE,CONSULADO,N-3.3.1,VENUSTIANO CARRANZA,19.444531,-99.12124,PENDIENTE,VIA C2 NORTE,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,4,,SI,NO ESPECIFICADO,NO,NO ESPECIFICADO,NO,NO,NO,
261,C5/20221229/03708,261,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,29/12/2022,21:33:33,21:34:36,21:36:12,ZONA CENTRO,MORELOS,C-1.6.3,CUAUHTÉMOC,19.445035,-99.133775,CI-FIEDH/2/UI-1C/D/00454/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,1,,SI,.40MM,NO,VIA PUBLICA,NO,SI,NO,
262,C5/20221229/03903,262,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,29/12/2022,22:27:37,22:28:13,22:31:41,ZONA ORIENTE,TEPEPAN,O-4.2.4,XOCHIMILCO,19.259976,-99.098668,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
263,C2N/20221230/00117,263,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,30/12/2022,22:33:10,22:33:20,22:34:47,ZONA NORTE,CONSULADO,N-3.3.1,VENUSTIANO CARRANZA,19.441089,-99.119301,CI-FIEDH/2/UI-1C/D/00456/12-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
264,C5/20221215/00738,264,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,31/12/2022,03:04:22,03:05:48,03:08:20,ZONA SUR,COYOACÁN,S-2.1.16,COYOACÁN,19.3382,-99.159099,CI-FIBJ/H-3/UI-1S/D/00452/12-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,HOSPITAL,NO,NO,NO,
265,C5/20220101/06255,265,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,01/01/2023,21:06:50,21:06:50,21:07:12,ZONA NORTE,IZTACCÍHUATL,N-2.1.1,IZTACALCO,19.400274,-99.12461,CI-FIEDH/2/UI-1C/D/00001/01-202,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
266,C5/20230102/00232,266,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,02/01/2023,01:16:03,01:16:09,01:16:13,ZONA ORIENTE,SANTA CRUZ,O-1.7.2,IZTAPALAPA,19.367937,-99.032261,CI-FIEDH/2/UI-1C/D/00002/01-2023,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,.9MM,NO,VIA PUBLICA,NO,SI,NO,
267,C5/20230102/00354,267,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,02/01/2023,02:18:02,02:18:59,02:21:34,ZONA ORIENTE,TEPEPAN,O-4.2.6,XOCHIMILCO,19.24751,-99.0834,CI-FIEDH/2/UI-1C/D/00003/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,1,NO,NA,SI,NO ESPECIFICADO,NO,NO,NO,
268,C5/20230103/00012,268,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,03/01/2023,00:02:37,00:02:37,00:02:37,ZONA SUR,TOPILEJO,S-4.5.7,TLALPAN,19.24751,-99.0834,CI-FIEDH/S/UI-1C/D/00004/01-2023,RADIO,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,1,NO,NA,SI,VIA PUBLICA,SI,NO,NO,
269,C2N/20230105/00094,269,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,05/01/2023,17:13:05,17:13:41,17:18:08,ZONA NORTE,TICOMÁN,N-1.8.12,GUSTAVO A. MADERO,19.517866,-99.128394,CI-FEIDF/D/UI-2S/D/00006/01/2023,RADIO,AGRESION DIRECTA,LESIONES POR GOLPES,1,,1,NO,NA,NO,VIA PUBLICA,NO,NO,SI,
270,C5/20230105/00558,270,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,05/01/2023,04:32:50,04:33:10,04:33:11,ZONA NORTE,TEPEYAC,N-1.7.2,GUSTAVO A. MADERO,19.4809,-99.112629,CI-FIEDH/2/UI-1C/D/00005/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR ARMA DE FUEGO,1,,,SI,.9MM,NO,VEHÍCULO,SI,NO,NO,
271,C5/20230105/03142,271,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,05/01/2023,19:16:55,19:17:20,09:21:41,ZONA PONIENTE,PLATEROS,P-1.2.4,ÁLVARO OBREGÓN,19.387046,-99.213162,CI-FIEDH/2/UI-1C/D/00006/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR ARMA DE FUEGO,1,,,SI,.9MM,NO,VIA PUBLICA,NO,SI,NO,
272,C2C/20230106/00008,272,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,06/01/2023,01:38:20,01:39:10,01:41:26,ZONA CENTRO,CENTRO,C-1.5.2,CUAUHTÉMOC,19.4393,-99.12677,CI-FIEDH/2/UI-1QC/D/00007/01-2023,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,1,1,SI,.38MM,NO,VIA PUBLICA,SI,NO,NO,
273,C5/20230106/02771,273,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,06/01/2023,17:39:20,17:41:06,17:41:58,ZONA ORIENTE,OASIS,O-1.5.23,IZTAPALAPA,19.368413,-99.01956,CI-FIEDH/2/UI-1 C/D/00008/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,8,SI,5.56  y   .9MM,NO,VIA PUBLICA,NO,NO,SI,
274,C5/20230107/03382,274,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,07/01/2023,18:51:38,18:52:59,18:56:15,ZONA PONIENTE,PLATEROS,P-1.2.9,ÁLVARO OBREGÓN,19.3725,-99.193499,CI-FIEDH/2/UI-1C/D/00009/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,1,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
275,C5/20230107/04178,275,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,07/01/2023,21:16:37,21:17:15,21:17:53,ZONA ORIENTE,TEOTONGO,O-1.7.3,IZTAPALAPA,19.355228,-99.015325,CI-FJPA/AEJPA/UI-1C/D/0023/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,1,SI,.9MM,NO,VIA PUBLICA,NO,SI,NO,
276,C5/20230107/04655,276,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,07/01/2023,22:46:02,22:47:05,22:47:37,ZONA PONIENTE,SANTA FE,P-1.4.6,ÁLVARO OBREGÓN,19.35563033,-99.2428716,CI-FEIDF/D/UI-1S/D/00007/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,NEGOCIO (OTRO),NO,SI,NO,
277,C5/20230108/00014,277,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,07/01/2023,23:54:00,23:54:00,23:58:12,ZONA NORTE,CONGRESO,N.3.2.4,VENUSTIANO CARRANZA,19.42468306,-99.11427954,CI-FIVC/VC-3/UI-1C/D/00029/01-2023,NOTIFICACIÓN CASO MÉDICO,SIN ESPECIFICAR,LESIÓN POR GOLPES,1,,,NO,NA,NO,HOSPITAL,NO,NO,NO,
278,C5/20230108/01572,278,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,08/01/2023,06:31:13,06:31:56,06:32:47,ZONA PONIENTE,PLATEROS,P-1.2.6,ÁLVARO OBREGÓN,19.37876,-99.20995,CI-FIBJ/H3/UI-1S/D/00008/01-2023,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,HOSPITAL,NO,NO,NO,
279,C5/20230108/01655,279,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,08/01/2023,07:15:49,07:15:58,07:17:02,ZONA ORIENTE,SANTA CRUZ,O-1.7.13,IZTAPALAPA,19.360219,-99.031678,CI-FICUH/CUH-2/UI-2C/D/00047/01-2023,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,2,,SI,NO ESPECIFICADO,NO,HOSPITAL,NO,SI,NO,
280,C5/20230108/04548,280,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,08/01/2023,20:16:16,20:17:34,20:17:37,ZONA CENTRO,ÁNGEL,C-1.2.19,CUAUHTÉMOC,19.43917,-99.16769,CI-FICUH/CUH-2/UI-2C/D/00047/01-2023,LLAMADA DEL 911,RIÑA,LESIÓNES POR GOLPES,1,,,NO,NA,NO,VIA PUBLICA,NO,NO,NO,
281,C5/20230109/00593,281,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,09/01/2023,04:16:49,04:24:55,04:24:58,ZONA CENTRO,CENTRO,C-1.5.8,CUAUHTÉMOC,19.44112877,-99.12954066,CI-FIEDH/2/UI-1C/D/00011/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,1,SI,.9MM,NO,VIA PUBLICA,NO,SI,NO,
282,C5/20230110/02006,282,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,10/01/2023,15:03:09,15:04:53,15:08:48,ZONA NORTE,CUAUTEPEC,N-1.2.19,GUSTAVO A. MADERO,19.53908725,-99.13454052,CI-FIEDH/2/UI-1C/D/0013/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR GOLPES,2,,,NO,NA,NO,VIA PUBLICA,NO,NO,NO,
283,C5/20230110/03046,283,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,10/01/2023,13:22:58,13:23:48,13:27:00,ZONA ORIENTE,MILPA ALTA,O-2.1.2,MILPA ALTA,19.20698663,-99.04899748,CI-FEIDH/D/2/UI-1C/D/00012/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR CON SIGNOS DE VIOLENCIA,1,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,ZONA BOSCOSA/PARAJE,NO,NO,NO,
284,C5/20230110/03271,284,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,10/01/2023,20:02:17,20:02:58,20:04:05,ZONA NORTE,PRADERA,N-1.5.6,GUSTAVO A. MADERO,19.49564712,-99.06874711,CI-FIEDH/2/UI-1C/D/00014/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
285,C2O/20230111/00034,285,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,11/01/2023,08:43:13,08:43:47,08:46:00,ZONA ORIENTE,TEZONCO,O-3.1.3,IZTAPALAPA,19.28872,-99.06546,CI-FIEDH/2/UI-1C/D/00016/01-2023,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,DOMICILIO,NO,NO,NO,
286,C5/20230111/00038,286,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,11/01/2023,00:13:50,00:14:16,00:16:43,ZONA NORTE,CUAUTEPEC,N-1.6.8,GUSTAVO A. MADERO,19.533953,-99.138338,CI-FIEDH/2/UI-1C/D/00015/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR,1,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,VIA PUBLICA,NO,NO,NO,
287,C5/20230111/01516,287,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,11/01/2023,12:59:14,12:59:31,13:04:05,ZONA ORIENTE,MIXQUIC,O-3.1.3,TLÁHUAC,19.29679,-99.00674,CI-FIEDH/2/UI-1C/D/00017/01-2023,RADIO,AGRESION DIRECTA,LESIONES POR GOLPES,1,,,NO,NA,NO,ZONA BOSCOSA/PARAJE,NO,NO,NO,
288,C5/20230113/03114,288,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,13/01/2023,18:59:41,19:00:22,19:01:14,ZONA ORIENTE,QUETZAL,O-1-6-12,IZTAPALAPA,19.33527,-99.05304,CI-FIEDH/2/UI-1C/D/00018/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR IMPACTO DE PROYECTIL DE ARMA DE FUEGO,1,1,1,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,NO,NO,
289,C5/20230114/01009,289,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,14/01/2023,05:48:22,05:55:00,05:58:04,ZONA ORIENTE,MIXQUIC,O-3.1.7,TLÁHUAC,19.26027,-99.017422,CI/FIEDH/2/UI-1C/D/00019/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
290,C5/20230114/01218,290,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,14/01/2023,08:00:30,08:09:42,08:10:33,ZONA NORTE,PRADERA,N-1.8.11,GUSTAVO A. MADERO,19.5036684,-99.07770944,CI-FEIDF/D/UI-2S/D/00014/01-2023,LLAMADA DEL 911,NO ESPECIFICADO,ETIOLOGÍA A DETERMINAR,1,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,VIA PUBLICA,NO,NO,NO,
291,C5/20230114/02416,291,HOMICIDIO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,14/01/2023,14:20:03,14:20:54,14:23:32,ZONA ORIENTE,SANTA CRUZ,O-1.7.3,IZTAPALAPA,19.35494,-99.01741,CI-FEIDF/D/UI-2S/D/00015/01-2023,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,HOSPITAL,NO,NO,NO,
292,C5/20230114/04604,292,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,14/01/2023,22:16:23,22:17:02,22:18:12,ZONA ORIENTE,ABASTO-REFORMA,NO ESPECIFICADO,IZTAPALAPA,19.383785,-99.068631,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR IMPACTO DE PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
293,C5/20230114/05173,293,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,14/01/2023,23:58:16,23:58:37,23:58:38,ZONA ORIENTE,ZAPOTITLA,O-3.2.8,TLÁHUAC,19.28293033,-99.02501906,CI-FIEDH/2/UI-1C/D/00022/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR IMPACTO DE PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,NO,NO,
294,C5/20230115/00323,294,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,15/01/2023,00:51:23,00:51:53,00:53:38,ZONA ORIENTE,MIXQUIC,O-3.1.10,TLÁHUAC,19.224595,-98.964987,CI.-FIEDH/2/UI-1C/D/00024/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,SI,NO,
295,C5/20230115/00453,295,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,15/01/2023,01:14:24,01:14:59,01:18:02,ZONA NORTE,MOCTEZUMA,N-3.5.13,VENUSTIANO CARRANZA,19.44936,-99.10788,CI-FIEDH/2/UI-1C/D/00023/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR IMPACTO DE PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,SI,SI,NO,
296,C5/20230115/01150,296,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,15/01/2023,03:35:32,03:36:39,03:40:41,ZONA NORTE,PANTITLÁN,N- 2.2.14,IZTACALCO,19.393249,-99.080991,CI-FIVC/UAT-VC-2/UI-1S/D/00041/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,HOSPITAL,SI,NO,NO,
297,C5/20230115/03588,297,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,15/01/2023,17:23:52,17:24:28,17:28:45,ZONA PONIENTE,PLATEROS,P-1.2.8,ÁLVARO OBREGÓN,19.3747,-99.2146,CI-FIEDH/2/UI-1C/D/00025/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,NO ESPECIFICADO,SI,NO,NO,
298,C5/20230115/04554,298,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,15/01/2023,20:41:29,20:42:56,20:44:11,ZONA PONIENTE,TACUBA,P- 4.4.20,MIGUEL HIDALGO,19.440606,-99.170339,CI-FIEDH/2/UI-1C/D/00026/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
299,C5/20230116/01241,299,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,16/01/2023,10:43:21,10:43:21,10:46:22,ZONA ORIENTE,TEOTONGO,O-1.8.10,IZTAPALAPA,19.34675,-98.99568,CI-FIEDH/2/UI-1C/D/00027/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,3,1,SI,.9MM,NO,VIA PUBLICA,SI,NO,SI,
300,C5/20230119/00117,300,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,19/01/2023,00:56:01,00:56:53,00:58:33,ZONA SUR,PADIERNA,S-4.4.6,TLALPAN,19.28072,-99.23787,CI-FIEDH/2/UI-1C/D/00028/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,SI,SI,NO,
301,C5/20230120/03556,301,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,20/01/2023,20:48:42,20:49:11,20:50:17,ZONA ORIENTE,TEZONCO,O-1.9.4,IZTAPALAPA,19.33236277,-99.06083793,CI-FIEDH/2/UI-1C/D/00029/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR IMPACTO DE PROYECTIL DE ARMA DE FUEGO,2,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
302,C5/20221023/05684,302,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,23/10/2022,19:24:44,19:25:52,19:29:12,ZONA NORTE,PANTITLÁN,N-2.2.14,IZTACALCO,19.39274341,-99.07997763,CI-FIBJ/H3/UI-1S/D/00023/01-2023,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR GOLPES,1,,,NO,NA,NO,VIA PUBLICA,NO,NO,NO,
